id,name,ingredients,method,image,video
3556,Chicken Shami Kabab,Chana daal (Split Bengal gram) 200 gms (Soaked 2 hours)~Pani (Water) 3-4 Cups~Chicken boneless (Cubes) ½ kg~Lal mirch sabut (Button red chilies) 8-10~Adrak lehsan paste (Ginger garlic paste) 1 & ½ tbs~Namak (Salt) ½ tsp or to taste~Dhania (Coriander seeds) Roasted & crushed 1 tbs~Zeera (Cumin seeds) Roasted & crushed 1 tbs~Hara dhania (Coriander leaves) ¼ Cup~Podina (Mint leaves) ¼ Cup~Hari mirch (Green chilies) 2-3~Garam masala powder (Whole spices powder) 1 tsp~Dahi (Yogurt) 1 tbs~Anday (Eggs) 1-2~Oil for frying~Chana daal (Split Bengal gram) 200 gms (Soaked 2 hours)~Pani (Water) 3-4 Cups~Chicken boneless (Cubes) ½ kg~Lal mirch sabut (Button red chilies) 8-10~Adrak lehsan paste (Ginger garlic paste) 1 & ½ tbs~Namak (Salt) ½ tsp or to taste~Dhania (Coriander seeds) Roasted & crushed 1 tbs~Zeera (Cumin seeds) Roasted & crushed 1 tbs~Hara dhania (Coriander leaves) ¼ Cup~Podina (Mint leaves) ¼ Cup~Hari mirch (Green chilies) 2-3~Garam masala powder (Whole spices powder) 1 tsp~Dahi (Yogurt) 1 tbs~Anday (Eggs) 1-2~Oil for frying,"In pot,add split Bengal gram,water and bring it to boil,add chicken and mix well.~Add button red chilies,ginger garlic paste,salt,coriander seeds,cumin seeds and mix well.~Cover and cook until tender (6-8 minutes approx.) and then cook on high flame to reduce water and let it cool.~In chopper,add coriander leaves,mint leaves,green chilies and grind it.~Add chicken mixture,whole spices powder,yogurt and eggs,grind until well combined.~Wet your hands with water,take a mixture and make 15-18 shami kababs of equal sizes and can be stored up to 1 month in freezer.~In frying pan,heat oil and fry kababs until golden brown.~Serve with ketchup.",https://www.foodfusion.com/wp-content/uploads/2017/05/P1860409.jpg,https://www.youtube.com/embed/PWN-RvjQnUE?rel=0
3557,Singaporean Rice,Chicken boneless ½ kg~ Soya sauce 1 tbs~ Vinegar1 tbs~ Oil 2 tbs~ Salt ½ tsp~ Red chili powder ½ tsp~ Ginger garlic paste 1 tbs~ Black pepper ½ tsp~ Hot sauce (or Chili Sauce) 1 tsp~ Ketchup ½ cup~ Water 2-3 tbs~ Boiled Egg noodles 200 gms~Oil 1 tbs~ Ginger (julienne cut) 1 tbs~Capsicum ½ cup~ Spring onion white chopped ¼ cup~ Spring onion green chopped ¼ cup~ Cabbage (julienne cut) 1 cup~ Carrots (julienne cut) ½ cup~ Salt to taste~ Black pepper to taste~ Red chili powder ½ tsp~ Sesame oil ¼ tsp~ Soya sauce 2 tbs~ Mayonnaise ½ cup~ Ketchup 1/3 cup~ Hot sauce (or chili sauce) 1 tsp~ Salt 1 pinch~ Black pepper 1 pinch~ Rice ½ kg~Salt 1 tsp~ Oil 1sp~ Chicken boneless ½ kg~ Soya sauce 1 tbs~ Sirka 1 tbs~ Oil 2 tbs~ Namak ½ tsp~ Lal mirch ½ tsp~ Adrak lehsan paste 1 tbs~Kali mirch ½ tsp~ Hot sauce /chili sauce 1 tsp~ Ketchup ½ cup~ Paani 2-3 tbs~ Boiled egg noodles 200 gms~ Oil 1 tbs~ Adrak julienne cut 1 tbs~ Shimla mirch ½ cup~ Hari pyaz ka safed hissa chopped ¼ cup~ Hari pyaz ka hara hissa chopped ¼ cup~ Band gobhi julienne cut 1 cup~ Gajar julienne cut ½ cup~ Namak to taste~ Kali mirch to taste~ Lal mirch powder ½ tsp~Til ka oil ¼ tsp~ Soya sauce 2 tbs~ Mayonnaise ½ cup~ Ketchup 1/3 cup~ Hot sauce/chili sauce 1 tsp~ Namak 1 pinch~ Kali mirch 1 pinch~ Chawal ½ kg~ Namak 1 tsp~ Oil 1sp,"To make chicken gravy, heat oil and add chicken and ginger garlic paste and fry until chicken changes color. Add soya sauce, vinegar, salt, red chili, black pepper and mix well. Add hot sauce, ketchup and little water and cook for 3-4 minutes more. Dish out~In the same pan, add oil and all vegetables except green onion’s green. Add soya sauce, salt, black pepper, red chili and stir fry for 1-2 mins. Add boiled egg noodles and toss. Add sesame oil and green onions’ green. Toss well and dish out in a bowl and set aside.~Mix all Mayo sauce ingredient and pour in a sauce bottle. Set aside.~Cook 2 cups of rice with 1 tsp of salt and set aside.~Fry garlic slices and green chili slices and set side.~In a serving dish, spread a layer of rice on the dish. Add second layer of stir fried vegetables with noodles, than third layer of chicken gravy. Add mayo sauce and fried garlic and green chilies as top layer",https://www.foodfusion.com/wp-content/uploads/2016/09/P1140259.jpg,https://www.youtube.com/embed/MyM2KB93L3A?rel=0
3558,Meethi Dahi Phulki,Moong daal (Yellow lentil) soaked 2-3 hours 1 Cup~Baking soda 2 pinch~Maida (All-purpose flour) 1 tbs~Lal mirch (Red chili) crushed 1 tsp~Zeera powder (Cumin powder) ½ tsp~Namak (Salt) ½ tsp~Pani (Water) ½ Cup or as required~Oil for frying~Pani (Water) as required~Namak (Salt) 1 tbs~Dahi (Yogurt) 1 kg~Cheeni (Sugar) ½ Cup or to taste~Namak (Salt) ½ tsp~Khajur (Dates) deseeded 8~Imli pulp (Tamarind pulp) 1 Cup~Gur wali cheeni (Jaggery sugar) ¼ Cup~Zeera (Cumin seeds) roasted 1 tsp~Lal mirch (Red chili) crushed ½ tbs~Sonth (Dried ginger powder) ½ tsp~Namak (Salt) ¼ tsp or to taste~Phulkiyan~Sweetened yogurt~Meethi chutney~Dahi bara masala or Chaat masala~Papri~Moong daal (Yellow lentil) soaked 2-3 hours 1 Cup~Baking soda 2 pinch~Maida (All-purpose flour) 1 tbs~Lal mirch (Red chili) crushed 1 tsp~Zeera powder (Cumin powder) ½ tsp~Namak (Salt) ½ tsp~Pani (Water) ½ Cup or as required~Oil for frying~Pani (Water) as required~Namak (Salt) 1 tbs~Dahi (Yogurt) 1 kg~Cheeni (Sugar) ½ Cup or to taste~Namak (Salt) ½ tsp~Khajur (Dates) deseeded 8~Imli pulp (Tamarind pulp) 1 Cup~Gur wali cheeni (Jaggery sugar) ¼ Cup~Zeera (Cumin seeds) roasted 1 tsp~Lal mirch (Red chili) crushed ½ tbs~Sonth (Dried ginger powder) ½ tsp~Namak (Salt) ¼ tsp or to taste~Phulkiyan~Sweetened yogurt~Meethi chutney~Dahi bara masala or Chaat masala~Papri,"In blender,add yellow lentil,baking soda,all-purpose flour,red chili crushed,cumin powder,salt and water,grind until smooth batter is formed and let it rest for 15 minutes.
In wok,heat oil and fry until golden brown.
In water,add salt and mix,add fried phulki and let them soaked for 10-15 minutes,take them out, squeeze to remove excess water and set aside.
In yogurt,add sugar and salt,mix well and set aside.~In blender,add dates,tamarind pulp,jaggery sugar,cumin seeds,red chili crushed,dried ginger powder and salt,blend until well combined and set aside.~In serving dish,add phulkiyan and pour sweetened yogurt,add meethi chutney,sprinkle dahi bara masala or chaat masala,add papri and serve.",https://www.foodfusion.com/wp-content/uploads/2017/05/P1870050.jpg,https://www.youtube.com/embed/wJ8Cc46-H-0?rel=0
3559,Chicken Samosa,Oil 2-3 tbs~Zeera (Cumin seeds) 1 tbs~Pyaz (Onion) chopped 1 medium~Chicken boiled & shredded 250 gms~Kali mirch powder (Black pepper powder) ½ tsp~Garam masala powder (Whole spice powder) ½ tsp~Lal mirch powder (Red chili powder) 1 tsp or to taste~Namak (Salt) 1 tsp or to taste~Hara pyaz (Green onion) chopped 4 tbs~Hara dhania (Coriander) chopped 4 tbs~Hari mirch (Green chilies) chopped 2~Maida (All-purpose flour) 2-3 tbs~Pani (Water) as required~Samosa sheets 12-15~Mozzarella cheese (optional)~Oil for frying~Oil 2-3 tbs~Zeera (Cumin seeds) 1 tbs~Pyaz (Onion) chopped 1 medium~Chicken boiled & shredded 250 gms~Kali mirch powder (Black pepper powder) ½ tsp~Garam masala powder (Whole spice powder) ½ tsp~Lal mirch powder (Red chili powder) 1 tsp or to taste~Namak (Salt) 1 tsp or to taste~Hara pyaz (Green onion) chopped 4 tbs~Hara dhania (Coriander) chopped 4 tbs~Hari mirch (Green chilies) chopped 2~Maida (All-purpose flour) 2-3 tbs~Pani (Water) as required~Samosa sheets 12-15~Mozzarella cheese (optional)~Oil for frying,"In wok,add oil,cumin seeds,onion and mix until translucent.~Add chicken,black pepper powder,whole spice powder,red chili powde,salt and mix well.~Add green onion,coriander,green chilies,mix well and let it cool.~In all-purpose flour,add water and mix well to make a smooth paste,set aside.~Take samosa sheet,make a pocket,add chicken stuffing in the center and roll into the shape of samosa and seal orners with all-purpose flour & water mixture.~Take samosa sheet and make pocket,add chicken stuffing in the center,add mozzarella cheese & chicken stuffing and roll into the shape of samosa and seal corners with all-purpose flour & water mixture.~Similarly make other samosas (yields: 10-12 samosas).~Follow the same process and make bite size samosa.~In wok,add oil and fry samosa until golden brown.",https://www.foodfusion.com/wp-content/uploads/2017/05/P1910395.jpg,https://www.youtube.com/embed/0ENrbpyYp0E?rel=0
3560,Mayo Garlic Seekh Paratha Roll,Mayonnaise 1 Cup~Tetra pack cream 3 tbs~Namak (Salt) ¼ tsp or to taste~Lehsan powder (Garlic powder) 1 & ½ tsp~Lal mirch (Red chili) Crushed 1 tsp~Cheeni (Sugar) ½ tbs or to taste~Oil as required~Dawn foods Chicken Cheese Seekh Kabab 6~Dawn Bread Paratha or paratha of your choice~Mayo garlic sauce~Chicken cheese seekh kababs~Pyaz (Onion) slices~Salad leaves~Mayo garlic sauce~Mayonnaise 1 Cup~Tetra pack cream 3 tbs~Namak (Salt) ¼ tsp or to taste~Lehsan powder (Garlic powder) 1 & ½ tsp~Lal mirch (Red chili) Crushed 1 tsp~Cheeni (Sugar) ½ tbs or to taste~Oil as required~Dawn foods Chicken Cheese Seekh Kabab 6~Dawn Bread Paratha or paratha of your choice~Mayo garlic sauce~Chicken cheese seekh kababs~Pyaz (Onion) slices~Salad leaves~Mayo garlic sauce,"In bowl,add mayonnaise,tetra pack cream,salt,garlic powder,red chili crushed and sugar,mix well.Mayo garlic sauce is ready and set aside.~In frying pan,add oil and dawn foods chicken cheese seekh kabab,fry until golden brown and set aside.~Place dawn bread paratha,add mayo garlic sauce,chicken cheese seekh kabab,onion slices,salad leaves and mayo garlic sauce,warp and serve.",https://www.foodfusion.com/wp-content/uploads/2017/05/4.jpg,https://www.youtube.com/embed/upvFly-nCm4?rel=0
3561,Qeema Pockets,Maida (All-purpose flour) 2 Cups~Cheeni (Sugar) 1 & ½ tbs~Khameer (Instant yeast) 1 tbs~Dahi (Yogurt) 1 tbs~Namak (Salt) 1 tsp~Oil 2 tbs~Pani (Water) Warm as required~Oil 2 tbs~Pyaz (Onion) chopped 2~Beef qeema (Beef mince) ½ kg~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Lal mirch (Red chili) Crushed 1 & ½ tsp~Dhania (Coriander seeds) Crushed 1 & ½ tsp~Kali mirch powder (Black pepper powder) ½ tsp~Namak (Salt) ½ tsp or to taste~Garam masala powder (Whole spice powder) 1 & ½ tsp~Hari mirch (Green chili) finely chopped 1 tsp~Hara dhania (Coriander leaves) as required~Podina (Mint leaves) as required~Pani (Water)~Anda (Egg) beaten 1~Kalonji (Nigella seeds)~Maida (All-purpose flour) 2 Cups~Cheeni (Sugar) 1 & ½ tbs~Khameer (Instant yeast) 1 tbs~Dahi (Yogurt) 1 tbs~Namak (Salt) 1 tsp~Oil 2 tbs~Pani (Water) Warm as required~Oil 2 tbs~Pyaz (Onion) chopped 2~Beef qeema (Beef mince) ½ kg~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Lal mirch (Red chili) Crushed 1 & ½ tsp~Dhania (Coriander seeds) Crushed 1 & ½ tsp~Kali mirch powder (Black pepper powder) ½ tsp~Namak (Salt) ½ tsp or to taste~Garam masala powder (Whole spice powder) 1 & ½ tsp~Hari mirch (Green chili) finely chopped 1 tsp~Hara dhania (Coriander leaves) as required~Podina (Mint leaves) as required~Pani (Water)~Anda (Egg) beaten 1~Kalonji (Nigella seeds),"In bowl,add all-purpose flour,sugar,instant yeast,yogurt,salt,oil and mix well.~Gradually add water and knead until smooth dough is formed,cover and let it rest for 30 minutes.~In wok,add oil and onion,fry until golden brown.~Add beef mince and cook until mince changes color.~Add ginger garlic paste and mix well,add red chili crushed,coriander seeds,black pepper powder, salt,whole spice powder and mix well.~Add green chili,coriander leaves,mint leaves and mix well,let it cool.~Take a dough and kneads it again,sprinkle all-purpose flour and knead dough again.~Take a small dough and make a ball,roll out with the help of rolling pin,add mince filling in the center, apply water at the edges.~Place another roll-out dough on top,press gently and cut with the help of cookie cutter.~On baking tray,place butter paper and put the stuffed dough on baking dish,egg wash and sprinkle nigella seeds.~Bake in pre-heated oven at 200 C until golden color appears (15-20 minutes).",https://www.foodfusion.com/wp-content/uploads/2017/05/Sequence-04.Still002-1.jpg,https://www.youtube.com/embed/LBS5ACcHOqo?rel=0
3562,Chicken Vegi Cheese Samosas, Carrot shredded 1 cup~ Cabbage shredded 1 cup~ Chicken boiled and shredded 1 cup~ Capsicum shredded ½ cup~ Salt ½ tbsp. (to taste)~ Red chili 1 tsp.~ Coriander 1 ½ tsp.~ Turmeric ¼ tsp.~ Chaat masala ½ tsp.~ Ground spice ½ tsp.~ Ginger garlic paste 1 tsp.~ Oil~ Samosa Patti 12-15~ Egg for gluing~ Cheese cut in cubes~ Water As per required~ Gajar bareek kati huee 1 cup~ Bund gobhi bareekl kati huee 1 cup~ Chicken (Ubal ke reshe ki huee) 1 cup~ Shimla mirch bareek kati huee ½ cup~ Namak ½ tbs ya Hasbe zaika~ Lal mirch 1 tsp~ Dhania powder 1 ½ tsp~ Haldi ¼ tsp~ Chaat masala ½ tsp~ Garam masala ½ tsp~ Lehsan adrak paste hua 1 tsp~ Cooking Oil hasbe zarorat~ Samosa pati 12-15~ Anda~ Cheese chakoor kati hui~ Pani hasbe zarorat,"Directions:
Boil chicken and shred it. Shred all vegetables separately.~In a pan heat oil, add garlic and sauté then add chicken and mix well. Now add vegetables first carrots than capsicum. Add a little bit of water and cover. Let it cook for 1-2 minute. Add cabbage and all spices and sauté. Mix well. Remove and let the mixture cool.~Take samosa patti, fold it and fill with masala. Add cheese cube along with the chicken and vegetable mixture then glue the patti with the help of egg. Repeat for all samosas.~Heat oil in a wok. Fry samosa until golden brown.~Serve with Knorr Tomato Ketchup and Knorr Chili Garlic Sauce.~You can prepare and store samosas in large quantity. Before frying take it out of the freezer and let it thaw for 30 minutes and then fry.
We have used three types of fillings here. Variations are possible such as only vegetable samosa, Chicken samosas, Chicken and cheese samosa and also vegetable and cheese samosa by following the same method.",https://www.foodfusion.com/wp-content/uploads/2017/05/P1060807.jpg,https://www.youtube.com/embed/P3ADQ5goZLo?rel=0
3563,Chicken Nuggets,Bread Slices 3~Milk ½ Cup~Chicken Cubes 500 Gms~Salt 1 Tsp~Black Pepper ½ Tsp~Paprika ½ Tsp~Soy Sauce 1 Tsp~Garlic Powder ½ Tsp~Dried Parsley ½ Tsp~Egg 1~Bread Crumbs 1 Cup~Salt ¼ Tsp~Black Pepper 1 Pinch~Dried Parsley ½ Tsp~Flour ½ Cup~Chicken Powder ½ Tsp~Corn flour 1 Tbs~Egg 1~Oil For Frying~Bread Slices 3~Doodh (Milk) ½ Cup~Chicken cut in Cubes 500 Gms~Namak (Salt) 1 Tsp~Kali Mirch (Black Pepper) ½ Tsp~Paprika ½ Tsp~Soy Sauce 1 Tsp~Lehsan Powder (Garlic Powder) ½ Tsp~Dried Parsley ½ Tsp~Anda (Egg) 1~Breadcrumbs 1 Cup~Namak (Salt) ¼ Tsp~Kali Mirch (Black Pepper) 1 Pinch~Dried Parsley ½ Tsp~Maida (Flour) ½ Cup~Chicken Powder ½ Tsp~Cornflour 1 Tbs~Anda (Egg) 1~Tel Talnay Kliya,"In bowl, add shredded bread slices and milk, soak bread in milk and set aside~In food chopper, add chicken and chop it for 1-2 mins~Add soaked bread, chop little more~Add garlic powder, salt, paprika, black pepper powder, soy sauce, dried parsley, egg and chop it for 1-2 minutes.~Take out the mixture in a bowl and refrigerate for 30-45 minutes~Take a bowl add flour, corn flour, chicken powder, mix and set aside~In another bowl, take breadcrumbs ,add black pepper, salt, dried parsley, mix and set aside~In a separate bowl, Take 1 egg and whisk it and set aside.~Grease your hands with oil properly, take chicken mixture (as per desired size) and shape it.~Coat in flour mixture, dip in beaten egg then coat in breadcrumbs.~Prepare all nuggets and refrigerate for 30 minutes.~At this stage, you can freeze nuggets for up to 30 days. Whenever you need to fry them take them out, thaw for 10 mins~Shallow or deep fry until nice golden color appear",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00134-A.jpg,https://www.youtube.com/embed/W3YKp8NntVc?rel=0
3564,Chicken Sticks,Podina (Mint leaves) 2 tbs~Hara dhania (Coriander) 2 tbs~Hari mirch (Green chili) 1~Lemon juice 1 tbs~Chicken (cubes) 250 gms~Namak (Salt) ½ tsp or to taste~Tandoori masala 1 tbs or to taste~Garam masala powder (Whole spice powder) ½ tsp~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Green paste 1 tbs or to taste~Bread crumbs 2 Cups or as required~Anday (Eggs) beaten 2-3~Oil for fryi~Podina (Mint leaves) 2 tbs~Hara dhania (Coriander) 2 tbs~Hari mirch (Green chili) 1~Lemon juice 1 tbs~Chicken (cubes) 250 gms~Namak (Salt) ½ tsp or to taste~Tandoori masala 1 tbs or to taste~Garam masala powder (Whole spice powder) ½ tsp~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Green paste 1 tbs or to taste~Bread crumbs 2 Cups or as required~Anday (Eggs) beaten 2-3~Oil for fryi,"In blender,add mint leaves,coriander,green chili,lemon juice and blend well.~In bowl,add chicken,salt,tandoori masala,whole spice powder,ginger garlic paste and green paste,mix well and marinate for 30 minutes.~Thread chicken cubes into skewers or tooth pick.~Prepare all sticks and coat in bread crumbs then dip into beaten eggs.~In wok,heat oil and fry until golden brow",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00311-3.jpg,https://www.youtube.com/embed/g7WNvJYoNU8?rel=0
3565,Aloo Samosa,Maida (All-purpose flour) 2 Cups~Namak (Salt) ½ tsp~Ajwain (Carom seeds) ½ tsp~Ghee 3 tbs~Pani (Water) ½ Cup or as required~Aloo (Potatoes) Boiled ½ kg~Matar (Peas) 1 Cup (Optional)~Hara dhania (Coriander) ½ Cup~Hari mirch (Green chilies) Chopped 1 tbs~Namak (Salt) 1 tsp or to taste~Lal mirch powder (Red chili powder) 1 tsp~Dhania powder (Coriander powder) 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Chaat masala ½ tsp~Garam masala powder (Whole spice powder) ½ tsp~Oil 1-2 tbs~Zeera (Cumin seeds) 1 & ½ tsp~Oil for frying~Maida (All-purpose flour) 2 Cups~Namak (Salt) ½ tsp~Ajwain (Carom seeds) ½ tsp~Ghee 3 tbs~Pani (Water) ½ Cup or as required~Aloo (Potatoes) Boiled ½ kg~Matar (Peas) 1 Cup (Optional)~Hara dhania (Coriander) ½ Cup~Hari mirch (Green chilies) Chopped 1 tbs~Namak (Salt) 1 tsp or to taste~Lal mirch powder (Red chili powder) 1 tsp~Dhania powder (Coriander powder) 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Chaat masala ½ tsp~Garam masala powder (Whole spice powder) ½ tsp~Oil 1-2 tbs~Zeera (Cumin seeds) 1 & ½ tsp~Oil for frying,"In bowl,add all-purpose flour,salt,carom seeds,ghee and mix well until crumbled.~Gradually add water and knead until smooth dough is form,cover with a wet cloth and let it rest for 30 minutes.~In bowl,add potatoes and mash them slightly,add peas,coriander,green chilies,salt,red chili powder, coriander powder,turmeric powder,chaat masala,whole spice powder and mix well.~In pot,add oil,cumin seeds and mix,add potato mixture and fry for 2 minutes and let it cool.~Wet your hands with water and knead dough again.~Take a small dough,make a ball and coat in dry flour and roll out in oval shape with the help of rolling pin and cut into two pieces.~On one side of dough,apply water,join two sides/edges to make a cone and press gently to seal the cone.~Fill the cone with potato stuffing,apply water on the edges and bring the edges together and seal the edges properly.~Prepare the remaining samosas similarly and set aside.~In wok,heat oil and fry on medium low flame until golden.",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00301-C.jpg,https://www.youtube.com/embed/RWWkES72DRQ?rel=0
3566,Khatay Meethay Aloo,Makhan (Butter) ¼ Cup~Zeera (Cumin seeds) 1 tsp~Adrak lehsan paste (Ginger garlic paste) 1 tsp~Aloo (Potatoes) cubes ½ kg (Boiled with salt ½ tsp)~Lal mirch powder (Red chili powder) ½ tsp or to taste~Haldee powder (Turmeric powder) ¼ tsp~Rock salt 1 & ½ tsp or to taste~Gur (Jaggery) grinded 2 tbs ot to taste~Imli paste (Tamarind paste) 2 tbs ot to taste~Chaat masala as required~Makhan (Butter) ¼ Cup~Zeera (Cumin seeds) 1 tsp~Adrak lehsan paste (Ginger garlic paste) 1 tsp~Aloo (Potatoes) cubes ½ kg (Boiled with salt ½ tsp)~Lal mirch powder (Red chili powder) ½ tsp or to taste~Haldee powder (Turmeric powder) ¼ tsp~Rock salt 1 & ½ tsp or to taste~Gur (Jaggery) grinded 2 tbs ot to taste~Imli paste (Tamarind paste) 2 tbs ot to taste~Chaat masala as required,"In wok,add butter and let it melt,add cumin seeds and ginger garlic paste and mix.~Add potatoes and fry until light golden.~Add red chili powder,turmeric powder,rock salt,jaggery and give it a good mix.~Add tamarind paste and mix well.~Sprinkle chaat masala and serve.",,https://www.youtube.com/embed/lCDIabNqlmU?rel=0
3567,Chicken Quesadillas Recipe By Food Fusion,Chicken strips 250 gms~Lehsan paste (Garlic paste) 1 tsp~Kali mirch powder (Black pepper powder) 1 tsp~Dried oregano ½ tsp~Paprika powder ½ tsp~Namak (Salt) ½ tsp or to taste~Lal mirch powder (Red chili powder) ½ tsp~Makhan (Butter) 1-2 tbs~Colored bell peppers ¾ Cup~Pyaz (Onion) slices ½ Cup~Makhan (Butter) if required~Tortilla or flatbread~Cheese (Grated) as required~Chicken strips 250 gms~Lehsan paste (Garlic paste) 1 tsp~Kali mirch powder (Black pepper powder) 1 tsp~Dried oregano ½ tsp~Paprika powder ½ tsp~Namak (Salt) ½ tsp or to taste~Lal mirch powder (Red chili powder) ½ tsp~Makhan (Butter) 1-2 tbs~Colored bell peppers ¾ Cup~Pyaz (Onion) slices ½ Cup~Makhan (Butter) if required~Tortilla or flatbread~Cheese (Grated) as required,"In bowl,add chicken strips,garlic paste,black pepper powder,dried oregano,paprika powder,salt and red chili powder and mix well.~In wok,add butter and let it melt,add marinated chicken and cook until chicken is done,set aside.~In the same wok,add colored bell peppers,onion and butter,saute for 1-2 minutes and set aside.~Heat grill pan,oil one side of tortilla or flatbread and keep oily side down on grill pan.~Add cheese,cooked chicken,sauteed vegetables,cheese and cover with another tortilla & brush oil.~When one side is toasted,flip and toast from another side until cheese melts.~Chicken quesadillas is ready,cut in four quarters and serve with salsa.",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00300-2.jpg,https://www.youtube.com/embed/dvthZJyLQ3M?rel=0
3568,Mini Fruit Pizza,Cream cheese 1 Cup~Cream 1 & ¼ Cups~Cheeni (Sugar) Powdered ½ Cup~Vanilla essence ½ tsp~Cookies~Brownies~Fruits of your choice~Cream cheese 1 Cup~Cream 1 & ¼ Cups~Cheeni (Sugar) Powdered ½ Cup~Vanilla essence ½ tsp~Cookies~Brownies~Fruits of your choice,"In bowl,add cream cheese and beat until smooth,set aside.~In bowl,add cream and beat until forms peak.~Now add cream cheese,sugar,vanilla essence and mix well until smooth.~Add frosting in piping bag.~On cookies/brownies,spread a layer of frosting and garnish with colorful fruits and serve.",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00280-A.jpg,https://www.youtube.com/embed/fjqQmNTID48?rel=0
3569,Russian Salad,Aloo (Potatoes) cubes 2-3~Gajar (Carrot) cubes 1-2~Matar (Peas) ½ Cup~Mayonnaise ½ Cup~Cream 4 tbs~Bareek cheeni (Caster Sugar) 1 tbs (optional)~Namak (Salt) ¼ tsp~Kali mirch powder (Black pepper powder) ¼ tsp~Pineapple chunks ½ Cup~Saib (Apple) Cubes 1 Cup~Corn Boiled ½ Cup~Kishmish (Raisins) 2-3 tbs~Akhrot (Walnuts) 2-3 tbs~Aloo (Potatoes) cubes 2-3~Gajar (Carrot) cubes 1-2~Matar (Peas) ½ Cup~Mayonnaise ½ Cup~Cream 4 tbs~Bareek cheeni (Caster Sugar) 1 tbs (optional)~Namak (Salt) ¼ tsp~Kali mirch powder (Black pepper powder) ¼ tsp~Pineapple chunks ½ Cup~Saib (Apple) Cubes 1 Cup~Corn Boiled ½ Cup~Kishmish (Raisins) 2-3 tbs~Akhrot (Walnuts) 2-3 tbs,"In pot,add water and bring it to boil,add potatoes and carrots,boil for 4-5 minutes.~Now add peas and boil for 4-5 minutes (until vegetables are tender), add it in chilled water,leave for 10 minutes,strain and set aside.~In bowl,add mayonnaise,cream,caster sugar,salt,black pepper powder and mix well.~Add pineapples,apples,corns,vegetables boiled,raisins and walnuts,mix well.~Refrigerate for 1 hour and serve.",,https://www.youtube.com/embed/4Ro-cEm5EZE?rel=0
3570,Chicken Cheese Paratha Roll,Prepare Chicken:~Dahi (Yogurt) 4 tbs~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Tikka masala 2 tbs or to taste~Chicken cubes 250 gms~Oil 1-2 tbs~Makhan (Butter) 2 tbs~Atta (Wheat flour) 1 & ½ tbs~Doodh (Milk) 1 & ½ Cups~Namak (Salt) ½ tsp or to taste~Kali mirch powder (Black pepper powder) 1 tsp~Cheddar cheese 100 gms~Cream cheese 3-4 tbs~Doodh (Milk) if required~Maida (All-purpose flour) 1 & ¼ Cups~Atta (Wheat flour) ½ Cup~Cheeni (Sugar) 1 tbs~Namak (Salt) ½ tsp~Cooking Oil 3 tbs~Pani (Water) as required~Oil as required~Ghee as required~Prepare Chicken:~Dahi (Yogurt) 4 tbs~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Tikka masala 2 tbs or to taste~Chicken cubes 250 gms~Oil 1-2 tbs~Makhan (Butter) 2 tbs~Atta (Wheat flour) 1 & ½ tbs~Doodh (Milk) 1 & ½ Cups~Namak (Salt) ½ tsp or to taste~Kali mirch powder (Black pepper powder) 1 tsp~Cheddar cheese 100 gms~Cream cheese 3-4 tbs~Doodh (Milk) if required.~Maida (All-purpose flour) 1 & ¼ Cups~Atta (Wheat flour) ½ Cup~Cheeni (Sugar) 1 tbs~Namak (Salt) ½ tsp~Cooking Oil 3 tbs~Pani (Water) as required~Oil as required~Ghee as required,"In bowl,add yogurt,ginger garlic paste,tikka masala and mix.~Add chicken,mix and marinate for 15-20 minutes.~In frying pan,add oil and marinated chicken and cook until chicken is done.~In saucepan,add butter and let it melt,add wheat flour and mix well.~Gradually add milk and mix well.~Add salt and black pepper powder and mix well.~Add cheddar cheese and cream cheese, mix well.~If required add milk and mix until desired thickness.~In bowl,add all-purpose flour,wheat flour,sugar,salt,oil and mix.~Add water gradually and knead a smooth dough,cover and let it rest for 30 minutes.~Grease your hands with oil and knead dough again.~Take out one small dough and give them a round shape of ball,coat in dry wheat flour and roll out with the help of rolling pin.~Apply oil and sprinkle wheat flour,cut dough from center and roll out one edge,twist and press it.~Coat in dry wheat flour and roll out with rolling pin.~On griddle,heat ghee and fry paratha from both sides with ghee and set aside.~Place paratha on butter paper,add cooked chicken,cheese sauce and onion,wrap in butter paper and serve.",https://www.foodfusion.com/wp-content/uploads/2017/05/ID-R00295-4.jpg,https://www.youtube.com/embed/ATGJQlciWBA?rel=0
